uid,iid
1714.0,11033.0
1714.0,8118.0
1714.0,16534.0
1714.0,12100.0
1714.0,2240.0
1714.0,318.0
1714.0,1196.0
1714.0,5485.0
1714.0,8744.0
1714.0,10408.0
1714.0,12375.0
1714.0,4048.0
1714.0,13865.0
1714.0,8916.0
1714.0,12844.0
1714.0,6482.0
1714.0,14579.0
1714.0,781.0
1714.0,15776.0
1714.0,7606.0
1714.0,12059.0
1714.0,11691.0
1714.0,5468.0
1714.0,16120.0
1714.0,3527.0
1714.0,4284.0
1714.0,7676.0
1714.0,1211.0
1714.0,16136.0
1714.0,8939.0
1714.0,10593.0
1714.0,13886.0
1714.0,8628.0
1714.0,6291.0
1714.0,1844.0
1714.0,12354.0
1714.0,9995.0
1714.0,4644.0
1714.0,7725.0
1714.0,2449.0
1714.0,16465.0
1714.0,14729.0
1714.0,15338.0
1714.0,14679.0
1714.0,9517.0
1714.0,852.0
1714.0,9724.0
1714.0,2513.0
1714.0,3442.0
1714.0,15271.0
1594.0,8845.0
1594.0,14052.0
1594.0,6807.0
1594.0,10866.0
1594.0,16405.0
1594.0,8949.0
1594.0,4354.0
1594.0,15260.0
1594.0,9070.0
1594.0,11170.0
1594.0,8165.0
1594.0,10734.0
1594.0,15921.0
1594.0,6313.0
1594.0,15761.0
1594.0,17134.0
1594.0,10128.0
1594.0,13334.0
1594.0,7339.0
1594.0,8729.0
1594.0,2797.0
1594.0,10250.0
1594.0,1847.0
1594.0,2516.0
1594.0,168.0
1594.0,8461.0
1594.0,3646.0
1594.0,16811.0
1594.0,10706.0
1594.0,1580.0
1594.0,2756.0
1594.0,73.0
1594.0,6582.0
1594.0,7946.0
1594.0,5285.0
1594.0,2044.0
1594.0,11186.0
1594.0,1830.0
1594.0,4965.0
1594.0,16105.0
1594.0,1309.0
1594.0,11639.0
1594.0,4200.0
1594.0,10139.0
1594.0,15569.0
1594.0,3920.0
1594.0,6421.0
1594.0,2060.0
1594.0,14365.0
1594.0,3220.0
874.0,6907.0
874.0,14052.0
874.0,6807.0
874.0,7270.0
874.0,14261.0
874.0,6777.0
874.0,10504.0
874.0,8949.0
874.0,15260.0
874.0,11170.0
874.0,10368.0
874.0,9148.0
874.0,15761.0
874.0,13334.0
874.0,10790.0
874.0,10250.0
874.0,1422.0
874.0,1847.0
874.0,2516.0
874.0,16811.0
874.0,1580.0
874.0,16105.0
874.0,3920.0
874.0,3220.0
874.0,12565.0
874.0,11736.0
874.0,6523.0
874.0,6601.0
874.0,4128.0
874.0,14335.0
874.0,2492.0
874.0,9700.0
874.0,7805.0
874.0,8560.0
874.0,15228.0
874.0,1548.0
874.0,1117.0
874.0,8331.0
874.0,15306.0
874.0,10236.0
874.0,5921.0
874.0,8158.0
874.0,13772.0
874.0,4785.0
874.0,2529.0
874.0,9171.0
874.0,15873.0
874.0,5951.0
874.0,1048.0
874.0,5319.0
5.0,6907.0
5.0,1730.0
5.0,2365.0
5.0,12541.0
5.0,16362.0
5.0,14370.0
5.0,9686.0
5.0,7500.0
5.0,8904.0
5.0,14051.0
5.0,14261.0
5.0,2797.0
5.0,599.0
5.0,13815.0
5.0,5285.0
5.0,7030.0
