uid,iid
520.0,1132.0
520.0,441.0
520.0,4788.0
520.0,10285.0
520.0,8845.0
520.0,6907.0
520.0,10163.0
520.0,8613.0
520.0,7788.0
520.0,16114.0
520.0,3678.0
520.0,5474.0
520.0,11420.0
520.0,8137.0
520.0,1730.0
520.0,17213.0
520.0,14052.0
520.0,14757.0
520.0,669.0
520.0,10159.0
520.0,2365.0
520.0,12541.0
520.0,10848.0
520.0,9060.0
520.0,2672.0
520.0,4590.0
520.0,11033.0
520.0,8610.0
520.0,11176.0
520.0,2113.0
520.0,7637.0
520.0,13171.0
520.0,1372.0
520.0,9057.0
520.0,15012.0
520.0,16142.0
520.0,8370.0
520.0,16362.0
520.0,6807.0
520.0,1530.0
520.0,12578.0
520.0,7362.0
520.0,15156.0
520.0,7435.0
520.0,8354.0
520.0,462.0
520.0,13408.0
520.0,1200.0
520.0,9711.0
520.0,13995.0
184.0,11262.0
184.0,16228.0
184.0,8454.0
184.0,9035.0
184.0,7843.0
184.0,12479.0
184.0,2191.0
184.0,1626.0
184.0,17195.0
184.0,5650.0
184.0,5429.0
184.0,10626.0
184.0,11501.0
184.0,3425.0
184.0,3872.0
184.0,12340.0
184.0,2273.0
184.0,9843.0
184.0,13318.0
184.0,9428.0
184.0,12579.0
184.0,10918.0
184.0,5325.0
184.0,1650.0
184.0,14917.0
184.0,5012.0
184.0,16538.0
184.0,11524.0
184.0,4504.0
184.0,8633.0
184.0,13344.0
184.0,11527.0
184.0,15548.0
184.0,9466.0
184.0,16546.0
184.0,14516.0
184.0,8651.0
184.0,9034.0
184.0,12768.0
184.0,2403.0
184.0,10223.0
184.0,11488.0
184.0,12141.0
184.0,2185.0
184.0,8866.0
184.0,11407.0
184.0,13878.0
184.0,2285.0
184.0,7761.0
184.0,6600.0
1546.0,1132.0
1546.0,4788.0
1546.0,8137.0
1546.0,1730.0
1546.0,10159.0
1546.0,12541.0
1546.0,11033.0
1546.0,9411.0
1546.0,7218.0
1546.0,17035.0
1546.0,7427.0
1546.0,5267.0
1546.0,3320.0
1546.0,13473.0
1546.0,13584.0
1546.0,16191.0
1546.0,11497.0
1546.0,15130.0
1546.0,11690.0
1546.0,14370.0
1546.0,15958.0
1546.0,3368.0
1546.0,8946.0
1546.0,6259.0
1546.0,15828.0
1546.0,5231.0
1546.0,16167.0
1546.0,15029.0
1546.0,11222.0
1546.0,10866.0
1546.0,9686.0
1546.0,15128.0
1546.0,13007.0
1546.0,1083.0
1546.0,10666.0
1546.0,6046.0
1546.0,13280.0
1546.0,16951.0
1546.0,5656.0
1546.0,9807.0
1546.0,3204.0
1546.0,5449.0
1546.0,6733.0
1546.0,7561.0
1546.0,6703.0
1546.0,6963.0
1546.0,7500.0
1546.0,8852.0
1546.0,16677.0
1546.0,7663.0
1550.0,11754.0
1550.0,3815.0
1550.0,698.0
1550.0,8054.0
1550.0,1379.0
1550.0,2209.0
1550.0,10492.0
1550.0,9151.0
1550.0,10875.0
1550.0,11353.0
1550.0,12137.0
1550.0,633.0
1550.0,2797.0
1550.0,17039.0
1550.0,13035.0
1550.0,9682.0
1550.0,4601.0
1550.0,12093.0
1550.0,8470.0
1550.0,10676.0
1550.0,7242.0
1550.0,1875.0
1550.0,5758.0
1550.0,599.0
1550.0,3172.0
1550.0,8108.0
1550.0,12615.0
1550.0,16419.0
1550.0,13328.0
1550.0,10446.0
1550.0,8305.0
1550.0,16468.0
1550.0,11975.0
1550.0,9368.0
1550.0,8181.0
1550.0,7445.0
1550.0,5025.0
1550.0,10790.0
1550.0,8696.0
1550.0,10068.0
1550.0,1920.0
1550.0,10594.0
1550.0,16926.0
1550.0,5987.0
1550.0,1810.0
1550.0,2816.0
1550.0,2042.0
1550.0,402.0
1550.0,14791.0
1550.0,11997.0
1186.0,7427.0
1186.0,16191.0
1186.0,1177.0
1186.0,3618.0
1186.0,10517.0
1186.0,11917.0
1186.0,13779.0
1186.0,8358.0
1186.0,13142.0
1186.0,16405.0
1186.0,7270.0
1186.0,4833.0
1186.0,1462.0
1186.0,3752.0
1186.0,12174.0
1186.0,15918.0
1186.0,14722.0
1186.0,16584.0
1186.0,5911.0
1186.0,16031.0
1186.0,10681.0
1186.0,12210.0
1186.0,15209.0
1186.0,2635.0
1186.0,2930.0
1186.0,10217.0
1186.0,10650.0
1186.0,7273.0
1186.0,9717.0
1186.0,13816.0
1186.0,10612.0
1186.0,16107.0
1186.0,4146.0
1186.0,10996.0
1186.0,13102.0
1186.0,17523.0
1186.0,13760.0
1186.0,6972.0
1186.0,4754.0
1186.0,6515.0
1186.0,4168.0
1186.0,11890.0
1186.0,8207.0
1186.0,15467.0
1186.0,6590.0
1186.0,3513.0
1186.0,5688.0
1186.0,12555.0
1186.0,14739.0
1186.0,14057.0
1704.0,14052.0
1704.0,6807.0
1704.0,13473.0
1704.0,14261.0
1704.0,1608.0
1704.0,6777.0
1704.0,10504.0
1704.0,8949.0
1704.0,6758.0
1704.0,4354.0
1704.0,11170.0
1704.0,7352.0
1704.0,16176.0
1704.0,10368.0
1704.0,15761.0
1704.0,11877.0
1704.0,8045.0
1704.0,13334.0
1704.0,7339.0
1704.0,6824.0
1704.0,1691.0
1704.0,15490.0
1704.0,16849.0
1704.0,1833.0
1704.0,5977.0
1704.0,10250.0
1704.0,5374.0
1704.0,6936.0
1704.0,1422.0
1704.0,17551.0
1704.0,1847.0
1704.0,2820.0
1704.0,16898.0
1704.0,1146.0
1704.0,7417.0
1704.0,5463.0
1704.0,9963.0
1704.0,5894.0
1704.0,16127.0
1704.0,1232.0
1704.0,7778.0
1704.0,7482.0
1704.0,4212.0
1704.0,15809.0
1704.0,8410.0
1704.0,9784.0
1704.0,4040.0
1704.0,8328.0
1704.0,8175.0
1704.0,11399.0
700.0,15530.0
700.0,10813.0
700.0,6842.0
700.0,3222.0
700.0,14243.0
700.0,12659.0
700.0,3677.0
700.0,450.0
700.0,3733.0
700.0,12805.0
700.0,15554.0
700.0,11556.0
700.0,9312.0
700.0,11095.0
700.0,828.0
700.0,1364.0
700.0,15642.0
700.0,9527.0
700.0,3998.0
700.0,3763.0
700.0,2563.0
700.0,17036.0
700.0,3370.0
700.0,13842.0
700.0,3216.0
700.0,16408.0
700.0,8900.0
700.0,5488.0
700.0,11582.0
700.0,3723.0
700.0,13010.0
700.0,16743.0
700.0,4117.0
700.0,1693.0
700.0,7065.0
700.0,13422.0
700.0,14446.0
700.0,6243.0
700.0,7321.0
700.0,11943.0
700.0,4523.0
700.0,17309.0
700.0,9764.0
700.0,7965.0
700.0,11067.0
700.0,2111.0
700.0,7439.0
700.0,1794.0
700.0,9168.0
700.0,7967.0
377.0,669.0
377.0,7427.0
377.0,16191.0
377.0,4310.0
377.0,5966.0
377.0,9391.0
377.0,8524.0
377.0,17363.0
377.0,7769.0
377.0,4931.0
377.0,14051.0
377.0,13135.0
377.0,16136.0
377.0,2930.0
377.0,13815.0
377.0,6207.0
377.0,15655.0
377.0,3601.0
377.0,8841.0
377.0,3803.0
377.0,16525.0
377.0,678.0
377.0,7043.0
377.0,7530.0
377.0,6558.0
377.0,9302.0
377.0,13444.0
377.0,15657.0
377.0,13370.0
